course_number,course_title,Units,Type,Section,Session,Time,Seats,Registered,Instructor,Room,start_time_of_day,end_time_of_day,day_of_week
CTPR-440,Practicum in Sound,NA,Lecture,18547D,001,1:00-3:50pm,16,15,Stephen Flick,SCB B115,13,15.833333333333334,Friday
CTPR-551,Directing in a Virtual World,2.0 units,Lecture,18679D,037,1:00-4:50pm,12,11,Michael Fink Paul Kowalski,RZC STG D,13,16.833333333333332,Friday
CTWR-206a,Writing the Screenplay,NA,Lecture,19157D,001,1:00-3:50pm,7,6,Toni Ann Johnson,SCA362,13,15.833333333333334,Friday
CTWR-206a,Writing the Screenplay,NA,Lecture,19429D,001,1:00-3:50pm,7,7,David Brind,SCB101,13,15.833333333333334,Friday
CTWR-206a,Writing the Screenplay,NA,Lecture,19447D,001,1:00-3:50pm,7,7,Donald Hewitt,SCA342,13,15.833333333333334,Friday
CTWR-321,Introduction to Hour-Long Television Writing,2.0 units,Lecture,19163D,001,10:00-12:50pm,12,11,David Balkan,SCA342,10,12.833333333333334,Friday
CTWR-412,Introduction to Screenwriting,NA,Lecture,19167R,001,10:00-12:50pm,12,11,Anne Postman,SCA259,10,12.833333333333334,Friday
CTWR-514a,Basic Dramatic Screenwriting,2.0 units,Lecture,19230D,037,10:00-12:50pm,6,6,Mark Shepherd,"SCA345, SCA108",10,12.833333333333334,Friday
CTWR-514a,Basic Dramatic Screenwriting,NA,Lecture,19231D,037,10:00-12:50pm,7,7,David Howard,"SCA361, SCA108",10,12.833333333333334,Friday
CTWR-514a,Basic Dramatic Screenwriting,NA,Lecture,19232D,037,10:00-12:50pm,7,7,Thomas Abrams,"SCA362, SCA108",10,12.833333333333334,Friday
CTWR-514a,Basic Dramatic Screenwriting,NA,Lecture,19233D,037,10:00-12:50pm,6,6,Sharon Greene,"SCB304, SCA108",10,12.833333333333334,Friday
CTWR-514a,Basic Dramatic Screenwriting,NA,Lecture,19234D,037,10:00-12:50pm,7,7,Donald Bohlinger,"SCA203, SCA108",10,12.833333333333334,Friday
CTWR-516,Advanced Motion Picture Script Analysis,2.0 units,Lecture,19244R,037,1:00-4:50pm,106,59,Irving Belateche,SCA112,13,16.833333333333332,Friday
DANC-110,Dance Technique I,"3.0 units, max 12",Lecture,22360D,001,9:00-11:50am,26,26,Jackie Kopcsak Gillian Finley Bruce McCormick Jodie Gates D Sabela Grimes Patrick Corbin Fiona Eddy Jennifer Lott,KDC203,9,11.833333333333334,Friday
DANC-120L,Repertory and Performance I,"2.0 units, max 4",Lecture,22362D,001,2:00-4:50pm,26,26,Patrick Corbin Bruce McCormick Jennifer Lott Thomas McManus,KDC102,14,16.833333333333332,Friday
DANC-120L,Repertory and Performance I,NA,Lab,22363D,001,5:30-9:30pm,26,26,Patrick Corbin,"KDC102, KDC102",17.5,21.5,Friday
DANC-180,African Dance,"2.0 units, max 4",Lecture,22386R,001,10:00-11:50am,20,7,Sarah Anindo Marshall,KDC107,10,11.833333333333334,Friday
DANC-185a,Hip Hop Dance,NA,Lecture,22425R,001,12:00-1:50pm,35,26,Tiffany Bong,KDC107,12,13.833333333333334,Friday
DANC-185a,Hip Hop Dance,NA,Lecture,22426R,001,2:00-3:50pm,35,23,Tiffany Bong,KDC107,14,15.833333333333334,Friday
DANC-187,Bollywood Dance,"2.0 units, max 4",Lecture,22438R,001,12:00-1:50pm,35,19,Achinta McDaniel,KDC106,12,13.833333333333334,Friday
DANC-210,Dance Technique II,"3.0 units, max 12",Lecture,22467D,001,9:00-11:50am,24,24,Bruce McCormick Jodie Gates Fiona Eddy Gillian Finley Jackie Kopcsak Jennifer Lott E Moncell Durden Patrick Corbin Thomas McManus Bret Easterling,KDC203,9,11.833333333333334,Friday
DANC-220L,Repertory and Performance II,"2.0 units, max 4",Lecture,22475D,001,2:00-4:50pm,24,24,Thomas McManus Jennifer Lott Patrick Corbin Bruce McCormick,KDC220,14,16.833333333333332,Friday
DANC-220L,Repertory and Performance II,NA,Lab,22476D,001,5:30-9:30pm,24,24,Thomas McManus,"KDC220, KDC220",17.5,21.5,Friday
DANC-310,Dance Technique III,"3.0 units, max 12",Lecture,22500D,001,10:30-1:20pm,22,22,Bruce McCormick Jodie Gates Amy O'Neal Jackie Kopcsak Fiona Eddy Gillian Finley Tiffany Bong Patrick Corbin Thomas McManus Jennifer Lott Bret Easterling Kathryn Dunn,KDC203,10.5,13.333333333333334,Friday
DANC-320L,Repertory and Performance III,"2.0 units, max 4",Lecture,22507D,001,2:00-4:50pm,22,19,Jennifer Lott Patrick Corbin Bruce McCormick Thomas McManus,KDC104,14,16.833333333333332,Friday
DANC-320L,Repertory and Performance III,NA,Lab,22508D,001,5:30-9:30pm,22,19,Jennifer Lott,"KDC104, KDC104",17.5,21.5,Friday
DANC-410,Dance Technique IV,"3.0 units, max 12",Lecture,22540D,001,10:30-1:20pm,15,15,Jackie Kopcsak Bret Easterling Amy O'Neal Fiona Eddy Gillian Finley Jodie Gates Tiffany Bong Thomas McManus Saleemah Knight Patrick Corbin Bruce McCormick Jennifer Lott,KDC203,10.5,13.333333333333334,Friday
DANC-420L,Repertory and Performance IV,"2.0 units, max 4",Lecture,22545D,001,2:00-4:50pm,15,15,Bruce McCormick Jennifer Lott Thomas McManus Patrick Corbin,"KDC105, KDC106",14,16.833333333333332,Friday
DANC-420L,Repertory and Performance IV,NA,Lab,22546D,001,5:30-9:30pm,15,15,NA,"KDC105, KDC105, KDC106, KDC106",17.5,21.5,Friday
DES-203,Digital Tools for Design,NA,Lecture,33444D,001,12:00-2:40pm,18,15,Arden De brun,WAH105,12,14.666666666666666,Friday
DES-203,Digital Tools for Design,NA,Lecture,33445D,001,9:00-11:40am,15,14,Arden De brun,WAH6,9,11.666666666666666,Friday
DES-332a,Typography,NA,Lecture,33458D,001,9:00-11:40am,20,18,Andrew Kutchera,HAR117,9,11.666666666666666,Friday
DES-332b,Typography,2.0 units,Lecture,33460D,001,12:00-2:40pm,20,17,Brian O'Connell,HAR117,12,14.666666666666666,Friday
DES-540,Design Pedagogy,4.0 units,Lecture,33605D,001,3:00-5:50pm,30,16,Laurie Burruss,ATM 113B,15,17.833333333333332,Friday
DSO-510,Business Analytics,NA,Lecture,16315D,415,8:30-11:20am,43,43,Stephen Coggeshall,JKP202,8.5,11.333333333333334,Friday
DSO-621,Research Forum,NA,Lecture,16331R,411,2:00-4:50pm,15,6,Wen Sun,HOH506,14,16.833333333333332,Friday
DSO-670,Current Research in Operations Management,"1.5-3.0 units, max 6",Lecture,16332R,415,2:00-4:50pm,15,5,Hamid Nazer-Zadeh,HOH506,14,16.833333333333332,Friday
DSR-574,Stem Cell and Developmental Biology Seminar Series,"1.0 units, max 10",Lecture,40127D,046,12:00-12:50pm,75,48,Thomas Lozito Francesca Mariani,TBA,12,12.833333333333334,Friday
EALC-102,"Language, Art and Culture: Calligraphy",2.0 units,Lecture,25400R,001,10:00-11:50am,12,10,Hsiao-Yun Liao,WPH104,10,11.833333333333334,Friday
EALC-221,Extensive Reading in Japanese II,"2.0 units, max 8",Lecture,25527D,001,10:00-11:50am,12,10,Yuka Kumagai,DML110C,10,11.833333333333334,Friday
EALC-350gp,Chinese Civilization,4.0 units,Lecture,25307D,001,2:00-3:20pm,100,100,Bettine Birge,WPHB27,14,15.333333333333334,Friday
EALC-531,Proseminar in Chinese Cultural History,"4.0 units, max 12",Lecture,25669D,001,3:30-6:20pm,10,3,Bettine Birge,THH107,15.5,18.333333333333332,Friday
EASC-150gp,East Asian Societies,NA,Discussion,25820R,001,11:00-11:50am,25,22,Steve Literati IV,VKC203,11,11.833333333333334,Friday
EASC-150gp,East Asian Societies,NA,Discussion,25821R,001,12:00-12:50pm,25,25,Adam Silverman,VKC203,12,12.833333333333334,Friday
ECON-101,"Free People, Free Thought and Free Markets",4.0 units,Lecture-Discussion,49365R,001,11:00-11:50am,35,26,Scott Soames Romain Ranciere,WPH207,11,11.833333333333334,Friday
ECON-203g,Principles of Microeconomics,NA,Discussion,26024R,001,1:00-1:50pm,27,27,NA,KAP134,13,13.833333333333334,Friday
ECON-203g,Principles of Microeconomics,NA,Discussion,26026R,001,10:00-10:50am,25,24,NA,KAP113,10,10.833333333333334,Friday
ECON-203g,Principles of Microeconomics,NA,Discussion,26032R,001,11:00-11:50am,27,26,NA,KAP113,11,11.833333333333334,Friday
ECON-203g,Principles of Microeconomics,NA,Discussion,26038R,001,2:00-2:50pm,27,26,NA,GFS105,14,14.833333333333334,Friday
ECON-203g,Principles of Microeconomics,NA,Discussion,26006R,001,11:00-11:50am,26,21,NA,ZHS360,11,11.833333333333334,Friday
ECON-205g,Principles of Macroeconomics,NA,Discussion,26046R,001,9:00-9:50am,27,27,NA,KAP166,9,9.833333333333334,Friday
ECON-205g,Principles of Macroeconomics,NA,Discussion,26048R,001,10:00-10:50am,25,25,NA,KAP137,10,10.833333333333334,Friday
ECON-205g,Principles of Macroeconomics,NA,Discussion,26065R,001,10:00-10:50am,26,24,NA,KAP166,10,10.833333333333334,Friday
ECON-205g,Principles of Macroeconomics,NA,Discussion,26076R,001,11:00-11:50am,26,22,NA,KAP134,11,11.833333333333334,Friday
ECON-318,Introduction to Econometrics,NA,Discussion,26316R,001,12:00-12:50pm,26,26,NA,KAP159,12,12.833333333333334,Friday
ECON-318,Introduction to Econometrics,NA,Discussion,26318R,001,1:00-1:50pm,24,21,NA,KAP167,13,13.833333333333334,Friday
ECON-570,Big Data Econometrics,4.0 units,Lecture,26201D,001,2:00-5:20pm,49,32,Laurence Wong,KAP144,14,17.333333333333332,Friday
ECON-691,Seminar in Econometrics,"2.0 units, max 8",Lecture,26282D,001,3:30-5:00pm,15,2,Hyungsik Roger Moon Geert Ridder,KAP319,15.5,17,Friday
ECON-700,Econometrics Reading Group,2.0,Lecture,26295D,001,1:00-2:20pm,15,4,Hyungsik Roger Moon Geert Ridder,KAP159,13,14.333333333333334,Friday
EDUC-596,"English Language Learning Design, Teaching and Technology",NA,Lecture,27742D,384,10:00-12:30pm,20,20,Jenifer Crawford,SCT606,10,12.5,Friday
EDUC-649,Teaching Practice to Support Language Learners,NA,Lecture,27738D,384,1:00-3:30pm,15,14,Pamela Minet-Lucid,SCT606,13,15.5,Friday
EE-109L,Introduction to Embedded Systems,NA,Lab,30744R,001,12:30-1:50pm,36,31,Allan Weber,VHE205,12.5,13.833333333333334,Friday
EE-109L,Introduction to Embedded Systems,NA,Lab,30746R,001,11:00-12:30pm,37,35,Allan Weber,VHE205,11,12.5,Friday
EE-109L,Introduction to Embedded Systems,NA,Lab,31007R,001,2:00-3:20pm,36,34,Allan Weber,VHE205,14,15.333333333333334,Friday
EE-141L,Applied Linear Algebra for Engineering,NA,Lab,30755R,001,10:00-11:50am,81,74,NA,THH102,10,11.833333333333334,Friday
EE-155L,Introduction to Computer Programming for Electrical Engineers,NA,Lab,30899R,001,2:00-4:50pm,30,28,NA,THH214,14,16.833333333333332,Friday
EE-155L,Introduction to Computer Programming for Electrical Engineers,NA,Lab,30811R,001,2:00-4:50pm,30,26,NA,THH212,14,16.833333333333332,Friday
EE-330,Electromagnetics I,NA,Discussion,30464R,001,12:00-1:50pm,24,16,NA,VHE214,12,13.833333333333334,Friday
EE-330,Electromagnetics I,NA,Discussion,30465R,001,2:00-3:50pm,24,10,NA,VHE214,14,15.833333333333334,Friday
EE-330,Electromagnetics I,NA,Discussion,30466R,001,10:00-11:50am,24,8,NA,VHE214,10,11.833333333333334,Friday
EE-338,Physical Electronics,NA,Discussion,30469R,001,4:00-4:50pm,27,13,NA,GFS107,16,16.833333333333332,Friday
EE-348L,Electronic Circuits,4.0 units,Lecture-Lab,30470R,001,2:00-3:50pm,45,15,Dina El-Damak,OHE230,14,15.833333333333334,Friday
EE-444,Power Systems Technology,NA,Discussion,30962R,001,8:30-9:20am,45,33,NA,OHE100C,8.5,9.333333333333334,Friday
EE-444,Power Systems Technology,NA,Discussion,30963R,014,8:30-9:20am,20,5,NA,DEN@Viterbi,8.5,9.333333333333334,Friday
EE-450,Introduction to Computer Networks,4.0 units,Quiz,30684R,001,4:00-5:50pm,260,241,NA,TBA,16,17.833333333333332,Friday
EE-450,Introduction to Computer Networks,NA,Quiz,31186D,014,4:00-5:50pm,30,15,NA,DEN@Viterbi,16,17.833333333333332,Friday
EE-450,Introduction to Computer Networks,NA,Discussion,30546D,014,8:30-9:20am,30,14,Ali Zahid,DEN@Viterbi,8.5,9.333333333333334,Friday
EE-450,Introduction to Computer Networks,NA,Discussion,30504R,001,8:30-9:20am,76,73,Ali Zahid,OHE136,8.5,9.333333333333334,Friday
EE-450,Introduction to Computer Networks,NA,Discussion,30505R,001,11:00-11:50am,51,48,Ali Zahid,KDC240,11,11.833333333333334,Friday
EE-451,Parallel and Distributed Computation,NA,Lab,30409R,001,3:30-4:50pm,60,45,NA,GFS118,15.5,16.833333333333332,Friday
EE-454L,Introduction to System-on-Chip,NA,Lab,30559R,001,9:00-10:50am,30,23,NA,WPH102,9,10.833333333333334,Friday
EE-455x,Introduction to Programming Systems Design,NA,Lab,30192R,001,8:00-9:50am,32,24,Claire Bono,SAL127,8,9.833333333333334,Friday
EE-457,Computer Systems Organization,NA,Discussion,30605R,001,12:00-12:50pm,85,78,NA,SLH100,12,12.833333333333334,Friday
EE-477L,MOS VLSI Circuit Design,NA,Lab,30577R,014,3:00-4:50pm,20,3,NA,DEN@Viterbi,15,16.833333333333332,Friday
EE-477L,MOS VLSI Circuit Design,NA,Lab,30595R,001,3:00-4:50pm,29,27,Alice Parker,OHE100D,15,16.833333333333332,Friday
EE-477L,MOS VLSI Circuit Design,NA,Lecture,30591D,001,4:00-7:50pm,73,73,Ali Zadeh,ZHS352,16,19.833333333333332,Friday
EE-479,Analog Integrated Circuit Design,NA,Discussion,31191R,001,2:00-2:50pm,40,17,NA,OHE100C,14,14.833333333333334,Friday
EE-479,Analog Integrated Circuit Design,NA,Discussion,31283D,014,2:00-2:50pm,20,7,NA,DEN@Viterbi,14,14.833333333333334,Friday
EE-482,Linear Control Systems,NA,Discussion,30607R,001,10:00-10:50am,45,18,NA,OHE100D,10,10.833333333333334,Friday
EE-482,Linear Control Systems,NA,Discussion,30615R,014,10:00-10:50am,20,3,NA,DEN@Viterbi,10,10.833333333333334,Friday
EE-483,Introduction to Digital Signal Processing,NA,Discussion,30561R,014,1:00-1:50pm,20,8,NA,DEN@Viterbi,13,13.833333333333334,Friday
EE-483,Introduction to Digital Signal Processing,NA,Discussion,30612R,001,1:00-1:50pm,77,72,NA,OHE132,13,13.833333333333334,Friday
EE-503,Probability for Electrical and Computer Engineers,NA,Discussion,30670R,048,3:00-3:50pm,82,56,Brandon Franzke,GFS106,15,15.833333333333334,Friday
EE-503,Probability for Electrical and Computer Engineers,NA,Discussion,31399R,034,10:00-10:50am,22,20,Alexander Sawchuk,DEN@Viterbi,10,10.833333333333334,Friday
EE-503,Probability for Electrical and Computer Engineers,NA,Lecture,30587D,048,2:00-5:50pm,52,49,Bart Kosko,ZHS252,14,17.833333333333332,Friday
EE-503,Probability for Electrical and Computer Engineers,NA,Discussion,30581R,048,1:00-1:50pm,77,75,Konstantinos Psounis,OHE122,13,13.833333333333334,Friday
EE-503,Probability for Electrical and Computer Engineers,NA,Discussion,30699R,048,10:00-10:50am,87,81,Alexander Sawchuk,OHE132,10,10.833333333333334,Friday
EE-510,Linear Algebra for Engineering,NA,Discussion,30478R,048,9:00-9:50am,84,82,Ben Reichardt,OHE132,9,9.833333333333334,Friday
EE-510,Linear Algebra for Engineering,NA,Discussion,30483R,034,9:00-9:50am,20,8,Ben Reichardt,DEN@Viterbi,9,9.833333333333334,Friday
EE-510,Linear Algebra for Engineering,NA,Discussion,30514R,048,11:00-11:50am,74,73,Edmond Jonckheere,THH210,11,11.833333333333334,Friday
EE-510,Linear Algebra for Engineering,NA,Discussion,30476R,048,9:00-9:50am,41,40,Ben Reichardt,GFS207,9,9.833333333333334,Friday
EE-512,Stochastic Processes,3.0 units,Lecture,31190D,048,5:30-8:20pm,70,24,Osonde Osoba,OHE132,17.5,20.333333333333332,Friday
EE-512,Stochastic Processes,NA,Lecture,31298D,034,5:30-8:20pm,20,4,Osonde Osoba,DEN@Viterbi,17.5,20.333333333333332,Friday
EE-518,Mathematics and Tools for Financial Engineering,NA,Discussion,31302R,048,6:00-6:50pm,58,47,NA,OHE100D,18,18.833333333333332,Friday
EE-518,Mathematics and Tools for Financial Engineering,NA,Discussion,31304R,034,6:00-6:50pm,10,2,NA,DEN@Viterbi,18,18.833333333333332,Friday
EE-529,Optics,NA,Discussion,30682R,048,5:00-5:50pm,35,18,Armand Tanguay,OHE100D,17,17.833333333333332,Friday
EE-529,Optics,NA,Discussion,30986R,034,5:00-5:50pm,20,3,NA,DEN@Viterbi,17,17.833333333333332,Friday
EE-536a,Mixed-Signal Integrated Circuit Design,NA,Discussion,30697R,034,12:00-12:50pm,20,2,NA,DEN@Viterbi,12,12.833333333333334,Friday
EE-536a,Mixed-Signal Integrated Circuit Design,NA,Discussion,30698R,048,12:00-12:50pm,28,22,NA,OHE100B,12,12.833333333333334,Friday
EE-545,Robotics,NA,Lab,30226R,048,8:00-9:50am,74,72,NA,TBA,8,9.833333333333334,Friday
EE-550,Data Networks: Design and Analysis,NA,Discussion,30636R,048,1:00-1:50pm,40,16,NA,VHE217,13,13.833333333333334,Friday
EE-555,Broadband Network Architectures,NA,Discussion,30551R,034,12:00-12:50pm,20,3,NA,DEN@Viterbi,12,12.833333333333334,Friday
EE-555,Broadband Network Architectures,NA,Discussion,30560R,048,12:00-12:50pm,60,34,NA,OHE100D,12,12.833333333333334,Friday
EE-556,Stochastic Systems and Reinforcement Learning,NA,Discussion,31081R,048,10:00-10:50am,35,23,NA,KAP145,10,10.833333333333334,Friday
EE-557,Computer Systems Architecture,NA,Discussion,30629R,034,1:00-1:50pm,20,6,NA,DEN@Viterbi,13,13.833333333333334,Friday
EE-557,Computer Systems Architecture,NA,Discussion,30631R,048,1:00-1:50pm,53,20,NA,OHE100D,13,13.833333333333334,Friday
EE-562,Random Processes in Engineering,NA,Discussion,31321R,048,5:00-5:50pm,40,10,NA,RTH105,17,17.833333333333332,Friday
EE-562,Random Processes in Engineering,NA,Discussion,31344R,034,5:00-5:50pm,20,1,NA,DEN@Viterbi,17,17.833333333333332,Friday
EE-577a,VLSI System Design,NA,Discussion,30445R,048,8:00-8:50am,57,41,NA,GFS101,8,8.833333333333334,Friday
EE-607,Microelectromechanical Systems,3.0 units,Lecture,30881R,048,9:00-11:50am,20,10,Eun Kim,KAP159,9,11.833333333333334,Friday
EE-660,Machine Learning from Signals: Foundations and Methods,NA,Discussion,31100R,048,3:30-4:20pm,115,91,NA,OHE122,15.5,16.333333333333332,Friday
EE-660,Machine Learning from Signals: Foundations and Methods,NA,Discussion,31101D,034,3:30-4:20pm,20,3,NA,DEN@Viterbi,15.5,16.333333333333332,Friday
ENGL-105x,Creative Writing for Non-Majors,NA,Lecture,32855D,001,2:00-4:20pm,12,10,Nicholas Bredie,SOS B50,14,16.333333333333332,Friday
ENGL-170g,The Monster and the Detective,4.0 units,Lecture,32850D,001,10:00-10:50am,20,19,Christopher Findeisen,THH203,10,10.833333333333334,Friday
ENGL-261g,English Literature to 1800,NA,Lecture,32604D,001,11:00-11:50am,18,17,Rebecca Lemon,VKC161,11,11.833333333333334,Friday
ENGL-261g,English Literature to 1800,NA,Lecture,32608D,001,12:00-12:50pm,19,18,Rick Berg,THH106,12,12.833333333333334,Friday
ENGL-262g,English Literature since 1800,NA,Lecture,32619D,001,10:00-10:50am,16,14,Rick Berg,THH108,10,10.833333333333334,Friday
ENGL-262g,English Literature since 1800,NA,Lecture,32622D,001,12:00-12:50pm,19,17,Christopher Findeisen,VKC161,12,12.833333333333334,Friday
ENGL-263g,American Literature,4.0 units,Lecture,32631D,001,11:00-11:50am,18,18,Kerry Ingram,THH203,11,11.833333333333334,Friday
ENGL-263g,American Literature,NA,Lecture,32632D,001,9:00-9:50am,19,14,Benjamin Levine,THH117,9,9.833333333333334,Friday
ENGL-298g,Introduction to the Genre of Fiction,NA,Discussion,32710D,001,11:00-11:50am,26,26,Nicole Darling,THH B10,11,11.833333333333334,Friday
ENGL-298g,Introduction to the Genre of Fiction,NA,Discussion,32712D,001,12:00-12:50pm,25,24,Nicole Darling,THH B10,12,12.833333333333334,Friday
ENGL-303,Introduction to Fiction Writing,NA,Lecture,32653D,001,2:00-4:20pm,12,10,Kerry Ingram,THH203,14,16.333333333333332,Friday
ENGL-355g,Anglo-American Law and Literature: Conceptions of Tyranny,"4.0 units, max 8",Lecture,32758D,001,1:00-1:50pm,19,16,Rebecca Lemon,THH214,13,13.833333333333334,Friday
ENGL-426,Modern English Literature (1890-1945),4.0 units,Lecture,32846D,001,1:00-1:50pm,19,8,Anthony Kemp,THH203,13,13.833333333333334,Friday
ENGL-491,Senior Seminar in Literary Studies,NA,Lecture,32762D,001,2:00-4:20pm,13,11,Lawrence Green,THH109,14,16.333333333333332,Friday
ENGL-603,The Editorial Experience: The Craft of Publication,4.0 units,Lecture,32784D,001,2:00-4:20pm,10,10,Susan Green,THH105,14,16.333333333333332,Friday
ENGL-701x,Theories and Practices of Professional Development II,2.0 units,Lecture,32783D,001,8:00-8:50am,14,8,Devin Griffiths,THH203,8,8.833333333333334,Friday
ENGR-100a,Engineering Honors Colloquium,1.0 unit,Lecture,28501D,001,1:00-1:50pm,93,67,Sandeep Gupta,SAL101,13,13.833333333333334,Friday
ENGR-100b,Engineering Honors Colloquium,1.0 unit,Lecture,28502D,001,1:00-1:50pm,33,6,Sandeep Gupta,SAL101,13,13.833333333333334,Friday
ENGR-100c,Engineering Honors Colloquium,1.0 unit,Lecture,28503D,001,1:00-1:50pm,45,7,Sandeep Gupta,SAL101,13,13.833333333333334,Friday
ENGR-100d,Engineering Honors Colloquium,1.0 unit,Lecture,28504D,001,1:00-1:50pm,20,5,Sandeep Gupta,SAL101,13,13.833333333333334,Friday
ENST-100g,Introduction to Environmental Studies,NA,Lecture,33001R,001,1:00-1:50pm,40,39,Audra Bardsley,WPH102,13,13.833333333333334,Friday
ENST-320a,Water and Soil Sustainability: Energy and Air Sustainability,NA,Lecture,33019R,001,10:00-10:50am,31,29,Audra Bardsley,WPH207,10,10.833333333333334,Friday
ENST-495,Senior Seminar in Environmental Studies,4.0 units,Lecture,33051D,001,8:00-5:50pm,18,17,Diane Kim,WPH203,8,17.833333333333332,Friday
FREN-150,French II,NA,Lecture,34221D,001,10:00-10:50am,19,19,Guilan Siassi,VKC202,10,10.833333333333334,Friday
FREN-150,French II,NA,Lecture,34226D,001,11:00-11:50am,19,19,Guilan Siassi,THH110,11,11.833333333333334,Friday
FREN-150,French II,NA,Lecture,34228D,001,12:00-12:50pm,19,15,Guilan Siassi,THH110,12,12.833333333333334,Friday
FREN-220,French III,NA,Lecture,34244D,001,10:00-10:50am,19,18,Nathalie Burle,THH112,10,10.833333333333334,Friday
FREN-220,French III,NA,Lecture,34246D,001,11:00-11:50am,19,18,Jennifer Misran,THH108,11,11.833333333333334,Friday
FREN-220,French III,NA,Lecture,34250D,001,1:00-1:50pm,19,19,Nathalie Burle,THH108,13,13.833333333333334,Friday
FREN-220,French III,NA,Lecture,34253D,001,2:00-2:50pm,19,19,Nathalie Burle,THH108,14,14.833333333333334,Friday
FREN-340g,Italian and French Cinema and Society,4.0 units,Lecture-Discussion,34436R,001,2:00-3:20pm,19,16,Gian-Maria Annovi,WPH103,14,15.333333333333334,Friday
HIST-105g,The Korean Past,4.0 units,Lecture,36940D,001,12:00-12:50pm,25,18,Kyung Moon Hwang,THH208,12,12.833333333333334,Friday
HIST-105g,The Korean Past,NA,Discussion,36941R,001,11:00-11:50am,25,13,NA,VKC111,11,11.833333333333334,Friday
HIST-105g,The Korean Past,NA,Discussion,36942R,001,10:00-10:50am,24,5,NA,VKC111,10,10.833333333333334,Friday
HIST-107gp,Introduction to the History of Japan,NA,Discussion,36922R,001,9:00-9:50am,25,14,Lina Nie,VKC252,9,9.833333333333334,Friday
HIST-107gp,Introduction to the History of Japan,NA,Discussion,36923R,001,10:00-10:50am,25,15,Lina Nie,VKC252,10,10.833333333333334,Friday
HIST-180gw,The Middle East,NA,Discussion,36971R,001,9:00-9:50am,24,22,Inger Flem Soto,VKC106,9,9.833333333333334,Friday
HIST-180gw,The Middle East,NA,Discussion,36972R,001,10:00-10:50am,25,19,Inger Flem Soto,VKC106,10,10.833333333333334,Friday
REL-136g,Sense and Sensuality in Indian Religions and Culture,NA,Discussion,60014R,001,12:00-12:50pm,25,25,Maria Salnikova,SOSB37,12,12.833333333333334,Friday
REL-136g,Sense and Sensuality in Indian Religions and Culture,NA,Discussion,60015R,001,1:00-1:50pm,26,26,Maria Salnikova,THH110,13,13.833333333333334,Friday
REL-136g,Sense and Sensuality in Indian Religions and Culture,NA,Discussion,60016R,001,10:00-10:50am,26,26,Thomas Watson,THH110,10,10.833333333333334,Friday
REL-136g,Sense and Sensuality in Indian Religions and Culture,NA,Discussion,60017R,001,11:00-11:50am,25,25,Thomas Watson,VKC258,11,11.833333333333334,Friday
SLL-330gp,Russian Thought and Civilization,4.0 units,Discussion,60288R,001,9:00-9:50am,25,23,NA,THH106,9,9.833333333333334,Friday
SLL-330gp,Russian Thought and Civilization,NA,Discussion,60298R,001,10:00-10:50am,25,14,NA,THH106,10,10.833333333333334,Friday
GEOL-105Lg,Planet Earth,NA,Lab,24803R,001,8:00-9:50am,15,11,Alan Juarez Zuniga,ZHS B54,8,9.833333333333334,Friday
GEOL-105Lg,Planet Earth,NA,Lab,24805R,001,10:00-11:50am,15,15,Alan Juarez Zuniga,ZHS B54,10,11.833333333333334,Friday
GEOL-105Lg,Planet Earth,NA,Lab,24810R,001,12:00-1:50pm,15,15,Snir Attia,ZHS B54,12,13.833333333333334,Friday
GEOL-105Lg,Planet Earth,NA,Lab,24818R,001,2:00-3:50pm,15,15,Snir Attia,ZHS B54,14,15.833333333333334,Friday
GEOL-107Lg,Oceanography,NA,Lab,24840R,001,12:00-1:50pm,15,15,Nathan Carroll,ZHS B61,12,13.833333333333334,Friday
GEOL-107Lg,Oceanography,NA,Lab,24846R,001,10:00-11:50am,15,15,Jaclyn Pittman,ZHS B61,10,11.833333333333334,Friday
GEOL-108Lg,Crises of a Planet,NA,Lab,24865R,001,10:00-11:50am,15,13,Luis Vazquez,ZHS B56,10,11.833333333333334,Friday
GEOL-108Lg,Crises of a Planet,NA,Lab,24867R,001,12:00-1:50pm,15,15,Ryley Collins,ZHS B56,12,13.833333333333334,Friday
GEOL-108Lg,Crises of a Planet,NA,Lab,24872R,001,2:00-3:50pm,15,12,Ryley Collins,ZHS B56,14,15.833333333333334,Friday
GEOL-150Lg,Climate Change,4.0 units,Lecture,24920R,001,10:00-10:50am,135,126,Lowell Stott,SAL101,10,10.833333333333334,Friday
GEOL-160Lg,Introduction to Geosystems,4.0 units,Lecture,24937R,001,9:00-9:50am,121,116,Steve Lund,ZHS159,9,9.833333333333334,Friday
GEOL-160Lg,Introduction to Geosystems,NA,Lab,24944R,001,10:00-11:50am,16,14,Cullen Scheland,ZHS B63,10,11.833333333333334,Friday
GEOL-240Lg,Earthquakes,NA,Lab,24960R,001,12:00-1:50pm,15,14,Dannielle Fougere,ZHS B63,12,13.833333333333334,Friday
GEOL-240Lg,Earthquakes,NA,Lab,24966R,001,2:00-3:50pm,15,11,Dannielle Fougere,ZHS B63,14,15.833333333333334,Friday
GEOL-315L,Minerals and Earth Systems,NA,Lab,24942R,001,12:00-1:50pm,20,11,Anahi Carrera,ZHS B65,12,13.833333333333334,Friday
GEOL-320L,Surficial Processes and Stratigraphic Systems,NA,Lab,25076R,001,2:00-3:50pm,20,9,Reena Joubert,ZHS B65,14,15.833333333333334,Friday
